"scalematesUrl"," brand","brandCatno","name","scale","description","boxartUrl","year"
"/kits/y-modelle-y35-177-bofors-flak-40-mm-l70-fl--1216505","Y-Modelle","Y35-177","BOFORS - Flak 40 mm - L70 FL","35","New tool","https://www.scalemates.com/products/img/5/0/5/1216505-14010-29","2019"
"/kits/model-monkey-84-carriages-12med-carriages-12-pounder-cannons-medium-pattern-set-2--1216655","Model Monkey","84-carriages-12med","Carriages for 12-pounder Cannons, medium-pattern (set of 2)for HMS Victory and more!","84","New tool","https://www.scalemates.com/products/img/6/5/5/1216655-29191-11","2019"
"/kits/model-monkey-84-carriages-12short-carriages-12-pounder-cannons-short-pattern-set-6--1216643","Model Monkey","84-carriages-12short","Carriages for 12-pounder Cannons, short-pattern (set of 6)for HMS Victory and more!","84","New tool","https://www.scalemates.com/products/img/6/4/3/1216643-29191-34","2019"
"/kits/garage-kit-swf03-resin-28cm-main-gun-barrel-x2--1216616","Garage Kit","SWF03","Resin 28cm main gun barrel (x2)For Landcruiser P.1000 Ratte","72","New tool","https://www.scalemates.com/products/img/6/1/6/1216616-20006-89","2019"
"/kits/casa-185-decals-c185d001-lockheed-sp-2e-neptune-0644-2-p-103-armada-argentina--1216668","Casa 185 Decals","C185D001","Lockheed SP-2E Neptune 0644 / 2-P-103 Armada Argentina","72","New tool","https://www.scalemates.com/products/img/6/6/8/1216668-51175-11","2019"
"/kits/ascensio-225-001-antonov-an-225--1216630","Ascensio","225-001","Antonov An-225Revell","144","New tool","https://www.scalemates.com/products/img/6/3/0/1216630-11104-72","2018"
"/kits/amusing-hobby-35a024-le-german-88mm-l71-flak-41-anti-aircraft-gun--1216633","Amusing Hobby","35A024-LE","German 88mm L71 FlaK 41 Anti-Aircraft Gunwith Rutscher Panzerkleinzerstörer (35B001) Limited Edition","35","New tool","https://www.scalemates.com/products/img/6/3/3/1216633-16029-26","2018"
"/kits/civilized-models-720011civ-cessna-150-ii--1216468","Civilized Models","720011civ","Cessna 150 II(open wheel)","72","Changed decals","https://www.scalemates.com/products/img/4/6/8/1216468-18594-75","2019"
"/kits/civilized-models-720010civ-cessna-150-ii-152--1216462","Civilized Models","720010civ","Cessna 150 II / 152","72","New tool","https://www.scalemates.com/products/img/4/6/2/1216462-18594-33","2019"
"/kits/games-workshop-84-28-magmic-battleforge--1216429","Games Workshop 28mm","84-28","Magmic Battleforge","none","New tool","https://www.scalemates.com/products/img/4/2/9/1216429-23814-45","2019"
"/kits/bandai-tba-star-destroyer--1216424","Bandai","TBA","Star Destroyer","5000","New tool","https://www.scalemates.com/products/img/4/2/4/1216424-35899-99","2019"
